amount,created,project_id
5,1/10/14,1765
25,1/10/14,1765
10,1/10/14,1765
100,1/10/14,1765
10,1/10/14,1765
100,1/11/14,1765
20,1/11/14,1765
40,1/11/14,1765
50,1/11/14,1765
50,1/11/14,1765
20,1/11/14,1765
100,1/11/14,1765
50,1/11/14,1765
25,1/11/14,1765
50,1/11/14,1765
10,1/11/14,1765
10,1/11/14,1765
50,1/11/14,1765
150,1/11/14,1765
50,1/11/14,1765
200,1/11/14,1765
50,1/11/14,1765
75,1/11/14,1765
50,1/12/14,1765
50,1/12/14,1765
20,1/13/14,1765
25,1/13/14,1765
25,1/13/14,1765
50,1/13/14,1765
50,1/14/14,1765
25,1/14/14,1765
50,1/14/14,1765
50,1/14/14,1765
50,1/14/14,1765
75,1/14/14,1765
40,1/14/14,1765
20,1/15/14,1765
50,1/15/14,1765
40,1/15/14,1765
20,1/15/14,1765
30,1/15/14,1765
20,1/15/14,1765
25,1/15/14,1765
25,1/15/14,1765
100,1/15/14,1765
10,1/15/14,1765
50,1/15/14,1765
100,1/16/14,1765
25,1/16/14,1765
50,1/16/14,1765
130,1/16/14,1765
5,1/17/14,1765
25,1/19/14,1765
25,1/21/14,1765
30,3/4/14,1765
500,3/24/14,1787
100,3/24/14,1787
200,3/25/14,1787
50,3/25/14,1787
200,3/30/14,1787
200,4/1/14,1787
750,4/12/14,1787
10,1/30/14,1788
20,1/13/14,1790
50,1/14/14,1790
20,1/14/14,1790
50,1/14/14,1790
10,1/15/14,1790
200,1/16/14,1790
40,1/16/14,1790
75,1/18/14,1790
5,1/20/14,1790
10,1/21/14,1790
30,1/21/14,1790
50,1/24/14,1790
5,2/3/14,1790
1,2/4/14,1790
20,2/5/14,1790
25,2/5/14,1790
100,2/8/14,1790
50,12/23/13,1792
500,12/23/13,1792
50,12/23/13,1792
100,12/24/13,1792
20,12/24/13,1792
150,12/24/13,1792
10,12/24/13,1792
100,12/24/13,1792
25,12/25/13,1792
50,12/25/13,1792
20,1/2/14,1792
25,1/7/14,1792
20,1/7/14,1792
10,1/15/14,1792
50,12/24/13,1795
50,12/24/13,1795
25,12/24/13,1795
100,12/24/13,1795
50,12/25/13,1795
70,12/26/13,1795
100,12/31/13,1795
25,1/7/14,1795
50,1/11/14,1795
150,1/18/14,1795
10,1/30/14,1795
1,2/4/14,1795
50,4/10/14,1802
100,4/10/14,1802
20,4/10/14,1802
100,4/10/14,1802
20,4/10/14,1802
5,4/11/14,1802
25,4/11/14,1802
10,4/11/14,1802
20,4/14/14,1802
20,4/15/14,1802
25,4/16/14,1802
50,4/16/14,1802
10,4/16/14,1802
50,4/16/14,1802
20,4/17/14,1802
30,4/17/14,1802
100,4/17/14,1802
100,4/17/14,1802
50,4/17/14,1802
25,4/18/14,1802
25,4/18/14,1802
20,4/18/14,1802
25,4/19/14,1802
50,4/19/14,1802
98,4/19/14,1802
98,4/20/14,1802
25,4/21/14,1802
25,4/22/14,1802
15,4/22/14,1802
10,4/22/14,1802
25,4/23/14,1802
20,4/24/14,1802
22,4/24/14,1802
35,4/26/14,1802
50,4/28/14,1802
10,4/28/14,1802
12,4/28/14,1802
250,4/29/14,1802
100,4/29/14,1802
25,4/29/14,1802
50,4/29/14,1802
25,4/30/14,1802
20,5/1/14,1802
20,5/1/14,1802
25,5/2/14,1802
20,5/2/14,1802
20,5/3/14,1802
40,5/3/14,1802
25,5/3/14,1802
1,5/3/14,1802
50,5/3/14,1802
10,5/5/14,1802
100,5/5/14,1802
100,5/5/14,1802
50,5/5/14,1802
50,5/5/14,1802
100,5/5/14,1802
250,5/5/14,1802
125,5/5/14,1802
5,5/6/14,1802
25,5/6/14,1802
119,5/6/14,1802
25,5/6/14,1802
100,5/6/14,1802
20,5/6/14,1802
25,5/6/14,1802
500,5/6/14,1802
100,5/6/14,1802
100,5/6/14,1802
100,5/6/14,1802
100,5/6/14,1802
50,5/6/14,1802
25,5/7/14,1802
10,5/7/14,1802
5,5/8/14,1802
50,5/8/14,1802
25,5/9/14,1802
75,5/10/14,1802
520,1/27/14,1804
1,1/27/14,1804
75,1/27/14,1804
50,1/27/14,1804
100,1/27/14,1804
25,1/28/14,1804
100,1/29/14,1804
3000,1/29/14,1804
300,1/29/14,1804
20,2/1/14,1804
50,2/2/14,1804
1,2/4/14,1804
101,2/9/14,1804
100,2/10/14,1804
25,2/10/14,1804
1000,2/12/14,1804
20,2/13/14,1804
20,2/13/14,1804
10,2/14/14,1804
25,2/16/14,1804
100,2/16/14,1804
10,2/16/14,1804
250,2/18/14,1804
100,2/19/14,1804
360,2/21/14,1804
20,2/22/14,1804
25,2/24/14,1804
50,3/24/14,1807
50,3/24/14,1807
10,3/24/14,1807
20,3/24/14,1807
98,4/18/14,1807
10,6/23/14,1813
1,7/5/14,1813
10,7/11/14,1813
100,7/11/14,1813
50,3/15/14,1820
25,3/15/14,1820
35,3/15/14,1820
80,3/15/14,1820
40,3/15/14,1820
100,3/15/14,1820
300,3/15/14,1820
10,3/16/14,1820
250,3/16/14,1820
100,3/16/14,1820
25,3/16/14,1820
985,3/16/14,1820
25,3/17/14,1820
20,3/17/14,1820
20,3/17/14,1820
20,3/17/14,1820
150,3/17/14,1820
50,3/18/14,1820
100,3/18/14,1820
25,3/19/14,1820
100,3/20/14,1820
250,3/21/14,1820
25,3/22/14,1820
10,3/22/14,1820
100,3/23/14,1820
5,3/23/14,1820
50,3/24/14,1820
10,3/25/14,1820
60,3/25/14,1820
25,3/25/14,1820
25,3/25/14,1820
20,3/25/14,1820
25,3/26/14,1820
10,3/26/14,1820
10,3/26/14,1820
25,3/26/14,1820
20,3/26/14,1820
10,3/26/14,1820
10,3/26/14,1820
25,3/26/14,1820
50,3/27/14,1820
15,3/27/14,1820
100,3/27/14,1820
25,3/27/14,1820
10,3/27/14,1820
15,3/27/14,1820
10,3/28/14,1820
20,3/28/14,1820
10,3/29/14,1820
750,3/29/14,1820
10,3/30/14,1820
20,3/31/14,1820
200,3/31/14,1820
20,3/31/14,1820
20,4/1/14,1820
50,4/1/14,1820
250,4/2/14,1820
10,4/2/14,1820
20,4/3/14,1820
98,4/4/14,1820
20,4/4/14,1820
5,4/4/14,1820
5,4/5/14,1820
10,4/5/14,1820
20,4/5/14,1820
10,4/5/14,1820
10,4/7/14,1820
50,4/7/14,1820
50,4/8/14,1820
30,4/10/14,1820
5,4/10/14,1820
50,4/10/14,1820
10,4/10/14,1820
25,4/11/14,1820
15,4/12/14,1820
20,4/12/14,1820
98,4/12/14,1820
20,4/13/14,1820
15,4/14/14,1820
50,4/14/14,1820
25,4/14/14,1820
10,4/14/14,1820
10,4/14/14,1820
50,4/15/14,1820
5,4/15/14,1820
200,4/15/14,1820
25,4/15/14,1820
150,4/15/14,1820
50,4/16/14,1820
5,4/16/14,1820
24,4/16/14,1820
50,4/17/14,1820
50,4/17/14,1820
25,4/18/14,1820
20,4/18/14,1820
20,4/19/14,1820
50,4/19/14,1820
25,4/19/14,1820
20,4/19/14,1820
20,4/19/14,1820
25,4/19/14,1820
10,4/19/14,1820
100,4/20/14,1820
100,4/20/14,1820
30,4/22/14,1820
100,1/27/14,1823
10,1/27/14,1823
25,1/27/14,1823
10,1/28/14,1823
25,1/28/14,1823
100,1/28/14,1823
25,1/28/14,1823
100,1/28/14,1823
200,1/28/14,1823
100,1/28/14,1823
100,1/28/14,1823
50,1/28/14,1823
100,1/29/14,1823
20,1/29/14,1823
35,1/29/14,1823
100,2/3/14,1823
20,2/3/14,1823
100,2/4/14,1823
30,2/4/14,1823
25,2/4/14,1823
50,2/4/14,1823
5,2/6/14,1823
100,2/10/14,1823
25,2/11/14,1823
50,2/11/14,1823
100,2/12/14,1823
386,2/14/14,1823
25,2/18/14,1823
25,2/18/14,1823
200,2/19/14,1823
20,2/19/14,1823
99,2/20/14,1823
100,2/24/14,1823
20,2/25/14,1823
2000,2/25/14,1823
20,2/25/14,1823
10,2/26/14,1823
20,2/5/14,1830
25,2/5/14,1830
30,2/5/14,1830
30,2/5/14,1830
35,2/5/14,1830
30,2/5/14,1830
30,2/6/14,1830
20,2/6/14,1830
25,2/6/14,1830
25,2/6/14,1830
100,2/6/14,1830
45,2/6/14,1830
50,2/6/14,1830
25,2/6/14,1830
50,2/6/14,1830
100,2/6/14,1830
15,2/6/14,1830
25,2/6/14,1830
101,2/6/14,1830
25,2/6/14,1830
25,2/6/14,1830
25,2/6/14,1830
826,2/6/14,1830
50,2/6/14,1830
15,2/6/14,1830
50,2/6/14,1830
50,2/7/14,1830
100,2/7/14,1830
50,2/7/14,1830
227,2/7/14,1830
10,2/8/14,1830
5,2/8/14,1830
10,2/8/14,1830
20,2/9/14,1830
100,2/9/14,1830
20,2/11/14,1830
20,2/12/14,1830
104,2/13/14,1830
10,2/14/14,1830
20,2/19/14,1830
50,2/20/14,1830
50,2/21/14,1830
20,2/22/14,1830
25,2/23/14,1830
25,2/24/14,1830
25,2/24/14,1830
40,2/24/14,1830
50,2/25/14,1830
100,2/26/14,1830
50,2/26/14,1830
25,2/26/14,1830
99,2/26/14,1830
100,2/27/14,1830
10,2/27/14,1830
50,2/28/14,1830
100,2/28/14,1830
10,3/1/14,1830
25,3/1/14,1830
25,3/1/14,1830
150,3/1/14,1830
20,3/2/14,1830
100,3/2/14,1830
10,3/3/14,1830
20,3/3/14,1830
50,3/3/14,1830
25,3/3/14,1830
98,3/3/14,1830
20,3/3/14,1830
35,3/3/14,1830
25,3/3/14,1830
10,3/3/14,1830
25,3/3/14,1830
20,3/4/14,1830
20,3/4/14,1830
200,3/5/14,1830
20,3/5/14,1830
50,3/7/14,1830
20,3/7/14,1830
5,3/7/14,1830
40,2/4/14,1831
150,2/4/14,1831
40,2/5/14,1831
50,2/5/14,1831
100,2/5/14,1831
100,2/5/14,1831
100,2/5/14,1831
20,2/5/14,1831
10,2/5/14,1831
20,2/6/14,1831
100,2/6/14,1831
25,2/6/14,1831
50,2/6/14,1831
25,2/7/14,1831
10,2/8/14,1831
50,2/9/14,1831
20,2/10/14,1831
500,2/10/14,1831
25,2/10/14,1831
200,2/10/14,1831
20,2/11/14,1831
50,2/11/14,1831
25,2/11/14,1831
10,2/12/14,1831
50,2/14/14,1831
50,2/14/14,1831
20,2/14/14,1831
5,2/15/14,1831
50,2/15/14,1831
25,2/15/14,1831
25,2/16/14,1831
25,2/19/14,1831
25,2/19/14,1831
20,2/19/14,1831
477,2/19/14,1831
200,2/19/14,1831
25,2/19/14,1831
250,2/20/14,1831
50,2/20/14,1831
25,2/20/14,1831
100,2/20/14,1831
40,2/22/14,1831
100,2/25/14,1831
100,3/1/14,1831
98,3/2/14,1831
5,3/3/14,1831
50,3/3/14,1831
25,3/3/14,1831
100,3/4/14,1831
25,3/4/14,1831
50,3/4/14,1831
500,3/4/14,1831
25,3/6/14,1831
20,3/6/14,1831
25,3/6/14,1831
25,3/6/14,1831
20,3/6/14,1831
5,3/11/14,1831
100,3/12/14,1831
35,3/12/14,1831
50,3/12/14,1831
20,3/12/14,1831
10,3/12/14,1831
50,3/12/14,1831
50,2/10/14,1834
100,2/11/14,1834
100,2/11/14,1834
10,2/12/14,1834
200,2/12/14,1834
99,2/21/14,1834
300,2/23/14,1834
50,2/28/14,1834
20,3/2/14,1834
20,3/5/14,1834
2200,3/5/14,1834
10,2/5/14,1835
40,2/5/14,1835
20,2/6/14,1835
20,2/6/14,1835
25,2/8/14,1835
20,2/8/14,1835
100,2/11/14,1835
25,2/14/14,1835
50,2/17/14,1835
20,2/17/14,1835
100,2/22/14,1835
40,2/28/14,1835
20,3/5/14,1835
10,2/5/14,1836
50,2/5/14,1836
20,2/5/14,1836
102,2/5/14,1836
15,2/5/14,1836
50,2/6/14,1836
25,2/6/14,1836
15,2/6/14,1836
25,2/6/14,1836
10,2/7/14,1836
20,2/7/14,1836
100,2/7/14,1836
50,2/7/14,1836
50,2/7/14,1836
100,2/7/14,1836
10,2/7/14,1836
25,2/7/14,1836
50,2/8/14,1836
25,2/9/14,1836
100,2/9/14,1836
25,2/9/14,1836
25,2/10/14,1836
5,2/12/14,1836
50,2/12/14,1836
25,2/13/14,1836
50,2/13/14,1836
25,2/14/14,1836
100,2/14/14,1836
100,2/14/14,1836
50,2/14/14,1836
100,2/14/14,1836
10,2/14/14,1836
100,2/14/14,1836
33,2/15/14,1836
500,2/16/14,1836
70,2/17/14,1836
25,2/17/14,1836
50,2/21/14,1836
20,2/24/14,1836
99,2/26/14,1836
10,2/28/14,1836
50,3/4/14,1836
150,3/4/14,1836
50,3/4/14,1836
50,3/7/14,1836
5,2/18/14,1838
5,3/4/14,1838
20,3/5/14,1838
20,2/17/14,1839
100,2/17/14,1839
25,2/17/14,1839
25,2/17/14,1839
40,2/17/14,1839
150,2/18/14,1839
100,2/19/14,1839
100,2/22/14,1839
100,6/16/14,1839
100,6/29/14,1839
100,6/30/14,1839
100,6/30/14,1839
25,7/1/14,1839
50,7/1/14,1839
25,7/11/14,1839
5,7/27/14,1839
10,7/27/14,1839
5,7/27/14,1839
1,7/27/14,1839
100,7/27/14,1839
3,7/27/14,1839
5,7/27/14,1839
25,7/27/14,1839
10,7/27/14,1839
10,7/27/14,1839
5,7/27/14,1839
25,7/27/14,1839
25,7/28/14,1839
25,7/28/14,1839
10,7/28/14,1839
10,7/28/14,1839
10,7/28/14,1839
25,7/29/14,1839
25,7/30/14,1839
200,7/30/14,1839
25,8/5/14,1839
100,8/5/14,1839
25,8/5/14,1839
150,8/12/14,1839
5,8/13/14,1839
25,8/13/14,1839
15,8/14/14,1839
100,8/14/14,1839
100,8/15/14,1839
25,2/8/14,1841
20,3/5/14,1841
25,8/25/14,1847
25,9/1/14,1847
20,1/26/14,1850
5,1/26/14,1850
5,1/26/14,1850
5,1/27/14,1850
25,1/27/14,1850
50,1/27/14,1850
10,1/27/14,1850
25,1/27/14,1850
10,1/27/14,1850
250,1/27/14,1850
25,1/27/14,1850
5.12,1/27/14,1850
50,1/27/14,1850
200,1/27/14,1850
20,1/27/14,1850
40,1/27/14,1850
10,1/27/14,1850
50,1/27/14,1850
15,1/27/14,1850
20,1/27/14,1850
25,1/27/14,1850
25,1/27/14,1850
25,1/27/14,1850
100,1/27/14,1850
20,1/27/14,1850
5,1/27/14,1850
5,1/27/14,1850
10,1/27/14,1850
50,1/27/14,1850
25,1/27/14,1850
102,1/27/14,1850
25,1/27/14,1850
10,1/27/14,1850
20,1/27/14,1850
150,1/27/14,1850
25,1/27/14,1850
3,1/27/14,1850
25,1/27/14,1850
10,1/28/14,1850
20,1/28/14,1850
200,1/29/14,1850
50,1/30/14,1850
10,2/2/14,1850
50,2/2/14,1850
25,2/3/14,1850
25,2/5/14,1850
5,2/5/14,1850
100,2/5/14,1850
25,2/5/14,1850
25,2/7/14,1850
20,2/7/14,1850
101,2/8/14,1850
25,2/9/14,1850
20,2/9/14,1850
25,2/9/14,1850
5,2/11/14,1850
25,2/11/14,1850
759,2/12/14,1850
10,2/12/14,1850
50,2/12/14,1850
20,2/16/14,1850
10,2/18/14,1850
10,2/20/14,1850
50,2/20/14,1850
10,2/20/14,1850
10,2/20/14,1850
25,2/20/14,1850
1,2/20/14,1850
50,2/20/14,1850
20,2/23/14,1850
25,2/24/14,1850
25,2/24/14,1850
11,2/24/14,1850
5,2/25/14,1850
5,2/26/14,1850
20,2/27/14,1850
30,2/27/14,1850
20,2/27/14,1850
5,2/27/14,1850
25,2/27/14,1850
10,3/11/14,1850
5,2/2/14,1853
25,2/3/14,1853
25,2/3/14,1853
15,2/3/14,1853
20,2/4/14,1853
25,2/4/14,1853
100,2/4/14,1853
16,2/5/14,1853
50,2/5/14,1853
100,2/5/14,1853
50,2/5/14,1853
25,2/5/14,1853
10,2/5/14,1853
100,2/5/14,1853
20,2/5/14,1853
100,2/5/14,1853
10,2/6/14,1853
10,2/7/14,1853
200,2/7/14,1853
25,2/7/14,1853
40,2/7/14,1853
10,2/7/14,1853
50,2/8/14,1853
25,2/8/14,1853
20,2/8/14,1853
15,2/8/14,1853
20,2/9/14,1853
25,2/11/14,1853
35,2/11/14,1853
20,2/12/14,1853
20,2/12/14,1853
25,2/12/14,1853
25,2/13/14,1853
20,2/13/14,1853
10,2/16/14,1853
10,2/16/14,1853
50,2/17/14,1853
100,2/17/14,1853
5,2/17/14,1853
20,2/18/14,1853
50,2/19/14,1853
20,2/19/14,1853
200,2/20/14,1853
50,2/20/14,1853
10,2/20/14,1853
25,2/21/14,1853
10,2/21/14,1853
10,2/21/14,1853
10,2/21/14,1853
25,2/21/14,1853
25,2/21/14,1853
222,2/21/14,1853
10,2/21/14,1853
25,2/22/14,1853
20,2/22/14,1853
25,2/22/14,1853
20,2/22/14,1853
10,2/22/14,1853
25,2/22/14,1853
5,2/22/14,1853
5,2/23/14,1853
30,2/23/14,1853
15,2/23/14,1853
25,2/23/14,1853
25,2/24/14,1853
25,2/24/14,1853
100,2/24/14,1853
20,2/24/14,1853
5,2/24/14,1853
25,2/24/14,1853
15,2/25/14,1853
25,2/25/14,1853
10,2/25/14,1853
100,2/25/14,1853
10,2/25/14,1853
1,2/25/14,1853
20,2/25/14,1853
5,2/26/14,1853
25,2/26/14,1853
10,2/26/14,1853
25,2/26/14,1853
25,2/26/14,1853
50,2/26/14,1853
5,2/26/14,1853
25,2/26/14,1853
50,2/26/14,1853
99,2/26/14,1853
20,2/26/14,1853
24,2/27/14,1853
50,2/27/14,1853
150,2/27/14,1853
25,2/27/14,1853
10,2/27/14,1853
100,2/27/14,1853
30,2/27/14,1853
50,2/27/14,1853
10,2/27/14,1853
25,2/27/14,1853
100,2/27/14,1853
50,2/27/14,1853
25,2/27/14,1853
10,2/27/14,1853
8,2/27/14,1853
25,2/27/14,1853
20,2/27/14,1853
220,2/27/14,1853
20,2/27/14,1853
10,2/28/14,1853
20,2/28/14,1853
500,3/1/14,1853
50,3/1/14,1853
10,3/2/14,1853
25,3/4/14,1853
20,3/4/14,1853
10,3/7/14,1853
50,2/5/14,1855
50,2/5/14,1855
25,2/5/14,1855
10,2/5/14,1855
43,2/5/14,1855
25,2/5/14,1855
10,2/5/14,1855
10,2/5/14,1855
10,2/5/14,1855
50,2/5/14,1855
33,2/5/14,1855
20,2/5/14,1855
100,2/5/14,1855
102,2/5/14,1855
15,2/6/14,1855
20,2/6/14,1855
50,2/6/14,1855
100,2/7/14,1855
100,2/7/14,1855
25,2/7/14,1855
25,2/7/14,1855
29,2/8/14,1855
20,2/10/14,1855
5,2/10/14,1855
20,2/10/14,1855
15,2/11/14,1855
10,2/11/14,1855
1,2/12/14,1855
100,2/12/14,1855
20,2/12/14,1855
20,2/13/14,1855
100,2/24/14,1855
250,2/27/14,1855
5,2/2/14,1856
10,2/3/14,1856
50,2/3/14,1856
20,2/3/14,1856
60,2/3/14,1856
50,2/3/14,1856
100,2/4/14,1856
25,2/4/14,1856
10,2/4/14,1856
20,2/4/14,1856
25,2/4/14,1856
10,2/4/14,1856
20,2/4/14,1856
25,2/4/14,1856
100,2/4/14,1856
10,2/4/14,1856
50,2/4/14,1856
20,2/4/14,1856
20,2/4/14,1856
20,2/5/14,1856
25,2/5/14,1856
20,2/5/14,1856
50,2/6/14,1856
10,2/6/14,1856
50,2/6/14,1856
40,2/7/14,1856
30,2/7/14,1856
25,2/8/14,1856
10,2/8/14,1856
15,2/9/14,1856
5,2/9/14,1856
5,2/9/14,1856
101,2/9/14,1856
100,2/9/14,1856
300,2/9/14,1856
20,2/9/14,1856
10,2/9/14,1856
25,2/9/14,1856
50,2/9/14,1856
10,2/9/14,1856
25,2/9/14,1856
15,2/9/14,1856
25,2/10/14,1856
50,2/10/14,1856
20,2/10/14,1856
400,2/10/14,1856
20,2/10/14,1856
50,2/11/14,1856
5,2/11/14,1856
50,2/12/14,1856
20,2/12/14,1856
500,2/12/14,1856
20,2/13/14,1856
100,2/13/14,1856
100,2/13/14,1856
50,2/13/14,1856
150,2/13/14,1856
25,2/13/14,1856
10,2/13/14,1856
400,2/13/14,1856
20,2/13/14,1856
25,2/13/14,1856
25,2/14/14,1856
25,2/14/14,1856
400,2/15/14,1856
50,2/15/14,1856
10,2/16/14,1856
50,2/16/14,1856
20,2/16/14,1856
100,2/16/14,1856
500,2/17/14,1856
100,2/17/14,1856
100,2/18/14,1856
10,2/18/14,1856
20,2/18/14,1856
10,2/18/14,1856
25,2/19/14,1856
20,2/19/14,1856
100,2/19/14,1856
40,2/20/14,1856
99,2/20/14,1856
50,2/20/14,1856
20,2/20/14,1856
25,2/21/14,1856
800,2/22/14,1856
10,2/22/14,1856
20,2/22/14,1856
20,2/22/14,1856
15,2/22/14,1856
25,2/23/14,1856
25,2/23/14,1856
99,2/23/14,1856
100,2/23/14,1856
25,2/23/14,1856
10,2/23/14,1856
5,2/23/14,1856
50,2/23/14,1856
400,2/24/14,1856
20,2/24/14,1856
25,2/24/14,1856
10,2/24/14,1856
20,2/26/14,1856
20,2/26/14,1856
20,2/26/14,1856
20,2/27/14,1856
10,2/27/14,1856
800,3/4/14,1856
10,3/4/14,1856
10,3/5/14,1856
1,3/5/14,1856
50,3/5/14,1856
50,3/6/14,1856
25,3/6/14,1856
15,3/7/14,1856
10,3/7/14,1856
5,3/7/14,1856
400,3/7/14,1856
20,2/4/14,1857
25,2/4/14,1857
26,2/4/14,1857
10,2/5/14,1857
10,2/12/14,1857
5,2/19/14,1857
25,2/23/14,1857
25,2/24/14,1857
100,3/1/14,1857
25,2/5/14,1858
25,2/5/14,1858
85,2/5/14,1858
10.45,2/5/14,1858
10,2/6/14,1858
50,2/7/14,1858
20,2/11/14,1858
50,2/11/14,1858
50,2/11/14,1858
5,2/12/14,1858
25,2/13/14,1858
5,2/13/14,1858
100,2/13/14,1858
100,2/20/14,1858
25,2/23/14,1858
10,2/24/14,1858
100,2/26/14,1858
250,2/26/14,1858
20,2/26/14,1858
36,2/26/14,1858
20,2/26/14,1858
20,2/28/14,1858
10,3/1/14,1858
50,3/4/14,1858
40,3/7/14,1858
50,3/7/14,1858
5,3/4/14,1862
100,3/4/14,1862
5,3/6/14,1862
50,3/26/14,1862
20,2/2/14,1864
25,2/5/14,1864
20,2/5/14,1864
100,2/5/14,1864
10,2/5/14,1864
25,2/5/14,1864
20,2/7/14,1864
100,2/15/14,1864
25,2/28/14,1864
100,2/28/14,1864
5,2/5/14,1866
25,2/6/14,1866
5,2/6/14,1866
5,2/6/14,1866
20,2/10/14,1866
2,2/10/14,1866
100,2/11/14,1866
30,2/11/14,1866
100,2/11/14,1866
30,2/11/14,1866
30,2/12/14,1866
5,2/12/14,1866
100,2/12/14,1866
20,2/12/14,1866
20,2/12/14,1866
5,2/12/14,1866
100,2/14/14,1866
25,2/15/14,1866
100,2/17/14,1866
30,2/19/14,1866
50,2/19/14,1866
15,2/19/14,1866
15,2/21/14,1866
20,2/21/14,1866
25,2/21/14,1866
99,2/21/14,1866
30,2/21/14,1866
25,2/21/14,1866
30,2/21/14,1866
100,2/22/14,1866
5,2/23/14,1866
35,2/23/14,1866
20,2/24/14,1866
30,2/24/14,1866
100,2/24/14,1866
25,2/24/14,1866
5,2/26/14,1866
50,2/28/14,1866
20,2/28/14,1866
15,2/28/14,1866
10,3/2/14,1866
40,3/3/14,1866
5,3/4/14,1866
20,3/4/14,1866
20,3/4/14,1866
40,3/4/14,1866
100,3/4/14,1866
20,3/4/14,1866
1,3/5/14,1866
10,3/5/14,1866
10,3/5/14,1866
253,3/5/14,1866
25,3/5/14,1866
98,3/6/14,1866
20,3/7/14,1866
20,2/28/14,1868
100,2/28/14,1868
276,2/28/14,1868
25,3/9/14,1868
25,3/20/14,1868
50,3/21/14,1868
5,3/23/14,1868
10,3/25/14,1868
50,2/19/14,1880
200,2/19/14,1880
10,2/19/14,1880
10,2/20/14,1880
50,2/21/14,1880
10,2/21/14,1880
100,2/22/14,1880
100,2/23/14,1880
99,2/27/14,1880
100,3/1/14,1880
50,3/4/14,1880
500,3/9/14,1880
100,3/9/14,1880
50,3/10/14,1880
150,3/11/14,1880
100,3/13/14,1880
5,3/20/14,1880
20,3/20/14,1880
20,2/5/14,1883
50,2/5/14,1883
50,2/5/14,1883
150,2/5/14,1883
50,2/5/14,1883
45,2/5/14,1883
5,2/5/14,1883
25,2/5/14,1883
10,2/5/14,1883
10,2/5/14,1883
15,2/5/14,1883
20,2/5/14,1883
20,2/5/14,1883
20,2/5/14,1883
60,2/5/14,1883
50,2/5/14,1883
65,2/5/14,1883
100,2/5/14,1883
15,2/5/14,1883
50,2/5/14,1883
25,2/6/14,1883
20,2/6/14,1883
20,2/6/14,1883
20,2/6/14,1883
50,2/6/14,1883
20,2/7/14,1883
50,2/7/14,1883
200,2/8/14,1883
20,2/10/14,1883
7,2/11/14,1883
10,2/11/14,1883
20,2/13/14,1883
100,2/13/14,1883
50,2/15/14,1883
20,2/15/14,1883
300,2/16/14,1883
10,2/16/14,1883
5,2/17/14,1883
50,2/17/14,1883
50,2/17/14,1883
200,2/17/14,1883
25,2/17/14,1883
25,2/18/14,1883
1000,2/18/14,1883
100,2/19/14,1883
50,2/19/14,1883
10,2/19/14,1883
20,2/19/14,1883
50,2/19/14,1883
100,2/19/14,1883
5,2/19/14,1883
100,2/19/14,1883
20,2/19/14,1883
40,2/19/14,1883
5,2/19/14,1883
10,2/20/14,1883
20,2/20/14,1883
50,2/21/14,1883
15,2/21/14,1883
20,2/21/14,1883
50,2/22/14,1883
99,2/22/14,1883
5,2/22/14,1883
25,2/23/14,1883
20,2/24/14,1883
40,2/25/14,1883
25,2/25/14,1883
75,2/25/14,1883
25,2/26/14,1883
20,2/26/14,1883
50,2/26/14,1883
20,2/27/14,1883
10,2/27/14,1883
10,2/28/14,1883
1,2/28/14,1883
30,2/28/14,1883
50,3/1/14,1883
36,3/1/14,1883
10,3/1/14,1883
5,3/1/14,1883
25,3/1/14,1883
15,3/1/14,1883
1000,3/2/14,1883
10,3/2/14,1883
15,3/2/14,1883
100,3/2/14,1883
25,3/2/14,1883
50,3/2/14,1883
15,3/3/14,1883
50,3/3/14,1883
100,3/3/14,1883
100,3/3/14,1883
25,3/3/14,1883
47,3/4/14,1883
50,3/4/14,1883
25,3/6/14,1883
20,3/7/14,1883
25,3/7/14,1883
50,3/7/14,1883
5,3/7/14,1883
5,2/6/14,1887
25,2/10/14,1887
100,2/11/14,1887
270,2/14/14,1887
25,2/14/14,1887
50,2/24/14,1887
500,3/4/14,1887
100,3/5/14,1887
100,10/1/14,1894
200,10/1/14,1894
50,10/1/14,1894
50,10/1/14,1894
25,10/1/14,1894
50,10/1/14,1894
25,10/1/14,1894
600,10/1/14,1894
100,10/2/14,1894
25,10/3/14,1894
10,10/3/14,1894
200,10/3/14,1894
15,10/3/14,1894
15,10/3/14,1894
25,10/6/14,1894
5,10/6/14,1894
10,10/7/14,1894
50,10/7/14,1894
50,10/7/14,1894
175,10/8/14,1894
250,10/9/14,1894
100,10/9/14,1894
50,10/9/14,1894
25,10/9/14,1894
25,10/9/14,1894
50,10/9/14,1894
50,10/9/14,1894
20,10/9/14,1894
10,10/9/14,1894
250,10/9/14,1894
20,10/9/14,1894
150,10/9/14,1894
20,10/9/14,1894
50,10/9/14,1894
50,10/9/14,1894
25,10/9/14,1894
50,10/9/14,1894
25,10/10/14,1894
10,10/10/14,1894
60,10/11/14,1894
30,10/11/14,1894
100,10/12/14,1894
100,10/12/14,1894
25,10/13/14,1894
35,10/13/14,1894
100,10/13/14,1894
50,10/14/14,1894
10,10/14/14,1894
30,10/16/14,1894
5,10/16/14,1894
25,10/17/14,1894
25,10/17/14,1894
20,10/17/14,1894
40,10/18/14,1894
25,10/19/14,1894
25,10/20/14,1894
10,10/20/14,1894
5,10/21/14,1894
50,10/21/14,1894
25,10/21/14,1894
50,10/21/14,1894
25,10/28/14,1894
