id,project_url,Researcher ID,researcher name,project title,Current Affiliation (Institution 1),"Title 1 (assistant professor, phd, postdoc, etc.) ",Misc Defined,Student/Non-Student (0/1),Researcher 2 Affiliation,"Title 2 (assistant professor, phd student, postdoc, etc.)",Researcher 3 Affiliation,"Title 3 (assistant professor, phd student, postdoc, etc.)",Researcher 4 Affiliation,Title 4,US/Non-US (0/1),Institution Classification,Institution Classification Specified,Address 1 (Affliation),zip,Address 2 (Affliation),Latitude 1 (Affliation)  ,Latitude 2 (Affliation),Longitude 1 (Affliation) ,Longitude 2 (Affliation),"City, State 1 (Affliation)","City, State 2 (Affliation)",CBSA1Affliation,CBSA 2 (Affliation),Country (if Non-US),Position 1,Position 2,Position 3,Education 1,Education 2,Education 3,Research University 1,Research University 2,Location of Research 1,Location of Research 2,"Disciplinarity (0 - single, 1 - multi)","Relevance (Theory - 0, Practice - 1, Both - 2)",Relevant Publications (expertise) (0 - dont or 1 - if they did),"Category Relevance (0 - not on list, 1- yes, 2-mixed)",,researcher_title,backers,categories,category1,category2,category3,category4,state,abbreviation,Pasteur's Quadrants (Q1: low/low; Q2: pure basic research; Q3: use-inspired basic research; Q4: applied research),funding_start,funding_end,duration,funding_target,funding_raised,funding_success,funding_percent,name 1,name 2,ID1,ID2,matches 1,matches 2,manual1,manual2,H-Index 1,H-Index 2,Citation-Count 1,Citation-Count 2,budget_overview_granularity,spending_data_granularity,usage_granularity,overall_budget_granularity,video_granularity,description_granularity,credential_granularity,researcher_background_granularity,mugshot_granularity,goal_granularity,importance_granularity,overall_project_detail,video_effort,description_effort,credentials_effort,budget_overview_effort,researcher_bio_effort,mugshot_effort,goals_writeup_effort,importance_writeup_effort,fund_usage_writeup_effort,total_effort
112,https://experiment.com/projects/does-introducing-mate-choice-increase-the-reproductive-success-in-captive-giant-pandas,245,Meghan S. Martin,Increasing the reproductive success in captive Giant Pandas,Portland State University,PhD,,0,,,,,,,0,C,C,,.,,,,,,OR,,,,,,,,"Meghan holds a B.A. in Biology from Reed College, a M.S. in Biology from Portland State University and is currently studying at Portland State University for her doctorate in Biology.  Meghan is the Executive Director and Co-lead researcher for PDXWildlife.  Meghan currently works in collaboration with the San Diego Zoo, Oregon Zoo, Monterey Bay Aquarium, Portland Aquarium, and Portland State University.", ,,PDXWildlife, ,Oregon,,0,0,0,0,,"Meghan holds a B.A. in Biology from Reed College, a M.S. in Biology from Portland State University and is currently studying at Portland State University for her doctorate in Biology.  Meghan is the Executive Director and Co-lead researcher for PDXWildlife.  Meghan currently works in collaboration with the San Diego Zoo, Oregon Zoo, Monterey Bay Aquarium, Portland Aquarium, and Portland State University.",38,Biology,,,,,Oregon,OR,Q3,9/11/2013 0:00,10/11/2013 0:00,30.00,9000,1496,0,16.62222222,Meghan S. Martin,,55316851200,,3,,"['55316851200', '55991902600', '12764302700']",,1,,2,,0.567,0.667,0.267,0.5,1,1,1,0.567,1,0.167,0.667,0.772,1,1,1,0.567,0.567,1,0.167,0.667,0.267,0.693
113,https://experiment.com/projects/keplr,194,Yan Zhu & Justin Carden,Keplr: A Science Education System Where Everyone Wins,MIT,Undergraduate,,0,,,,,,,0,D,D1,"Stanford, California 94305",94305,,37.43137,,-122.16892,,"Stanford, CA ",,41940,,,Researcher,,,"MIT, Stanford / Stanford, UT", ,,,,,,0,1,0,1,,"MIT, Stanford / Stanford, UT",104,Education,,,,,California,CA,Q3,9/11/2013 0:00,10/11/2013 0:00,30.00,17500,4841,0,27.66285714,Yan Zhu,Justin Carden,,,900,0,0,,,,,,0.033,0.667,0.633,0.444,0,0,0.667,1,1,0.567,0.4,0.519,0,0,0.667,0.033,1,1,0.567,0.4,0.633,0.478
115,https://experiment.com/projects/training-students-to-be-next-generation-beekeepers,238,Evan A. Sugden,Developing small-scale bees wax purification techniques,"University of Washington, Tacoma",Researcher,,1,,,,,,,0,A,A,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,,,,"M.A. Biology, University of Utah 1976

<br>

PhD Entomology, University of California, Davis 1984 

<br>

Instructor at Biology Dept., University of Washington, Seattle

<br>

Instructor at Interdisciplinary Arts & Sciences, Univ. WA, Tacoma 

<br>

Owner of Entomo-Logic , Monroe, WA ", ,,University of Washington,,Washington,,1,2,0,0,,"M.A. Biology, University of Utah 1976

<br>

PhD Entomology, University of California, Davis 1984 

<br>

Instructor at Biology Dept., University of Washington, Seattle

<br>

Instructor at Interdisciplinary Arts & Sciences, Univ. WA, Tacoma 

<br>

Owner of Entomo-Logic , Monroe, WA ",15,Biology,Ecology,Education,,,Washington,WA,Q4,9/11/2013 0:00,10/11/2013 0:00,30.00,2800,1170,0,41.78571429,Evan A. Sugden,,8733075500,,1,,0,,3,,68,,0.267,0.667,0.067,0.334,1,1,0.333,1,1,0,0.1,0.633,1,1,0.333,0.267,1,1,0,0.1,0.067,0.53
123,https://experiment.com/projects/does-marking-sustainable-seafood-items-on-restaurant-menus-affect-consumer-choices,301,Meghan S. Martin,Does sustainable seafood items on menus affect consumer choices?,Portland State University,PhD,,0,,,,,,,0,C,C,"724 SW Harrison, Portland, Oregon 97201",97201,,45.511393,,-122.68424,,"Portland, OR",,38900,,,Executive Director,,,"Meghan holds a B.A. in Biology from Reed College, a M.S. in Biology from Portland State University and is currently studying at Portland State University for her doctorate in Biology.  Meghan is the Executive Director and Co-lead researcher for PDXWildlife.  Meghan currently works in collaboration with the San Diego Zoo, Oregon Zoo, Monterey Bay Aquarium, Portland Aquarium, and Portland State University.", ,,,,,,1,1,0,0,,"Meghan holds a B.A. in Biology from Reed College, a M.S. in Biology from Portland State University and is currently studying at Portland State University for her doctorate in Biology.  Meghan is the Executive Director and Co-lead researcher for PDXWildlife.  Meghan currently works in collaboration with the San Diego Zoo, Oregon Zoo, Monterey Bay Aquarium, Portland Aquarium, and Portland State University.",2,Biology,Ecology,,,,Oregon,OR,Q1,9/11/2013 0:00,10/11/2013 0:00,30.00,8000,30,0,0.375,Meghan S. Martin,,55316851200,,1,,0,,1,,2,,0.2,0.667,0.433,0.433,0,1,1,0.567,1,0.533,0.367,0.638,0,1,1,0.2,0.567,1,0.533,0.367,0.433,0.567
143,https://experiment.com/projects/why-do-brain-cells-die-after-a-stroke,193,Robert Bragg,Why do brain cells die after a stroke?,Western Washington University,Masters,,0,,,,,,,0,A,A,"516 High Street, Bellingham, Washington 98225-9008",98225,,48.737432,,-122.48741,,"Bellingham, WA ",,13380,,,Masters Student,,,"Master of Science student, Western Washington University  

BA Psychology, Western Washington University (2012)", ,,,,,,0,0,0,0,,"Master of Science student, Western Washington University <br> BA Psychology, Western Washington University (2012)",3,Biology,,,,,Washington,WA,Q3,7/14/2013 17:00,8/29/2013 17:00,46.00,2500,80,0,3.2,Robert Bragg,,,,7,,0,,,,,,0.8,0.667,0.667,0.711,0,0,0,0.267,1,0.7,0.567,0.362,0,0,0,0.8,0.267,1,0.7,0.567,0.667,0.444
144,https://experiment.com/projects/a-colorful-world-signaling-in-mantis-shrimp,96,Amanda Franklin,A colorful world: Signaling in mantis shrimp,Tufts University,PhD,,0,,,,,,,0,D,D3,"Medford, Massachusetts 02155-5555",2155,,42.419815,,-71.108759,,"Medford, MA",,14460,,,,,,"University of Melbourne, Australia BSc, 2008

University of Melbourne, Australia MSc, 2011

Tufts University, USA, PhD, Present", ,,Tufts University,,Massachusetts,,1,0,0,0,,"University of Melbourne, Australia BSc, 2008<br>              University of Melbourne, Australia MSc, 2011<br>              Tufts University, USA, PhD, Present",51,Biology,Ecology,,,,Massachusetts,MA,Q1,8/2/2013 0:00,9/15/2013 23:59,45.00,3790,4076,1,107.5461741,Amanda Franklin,,55365097800,,4,,"['55781647100', '7103046825', '55365097800', '23481467000']",,1,,1,,1,0.667,0.7,0.789,0,1,1,1,1,0.933,0.267,0.743,0,1,1,1,1,1,0.933,0.267,0.7,0.767
145,https://experiment.com/projects/glucose-responsive-insulin,288,Nandor Garamszegi,Glucose Responsive Insulin,University of Miami,Assistant Professor,,1,,,,,,,0,D,D4,,.,,,,,,FL,,,,,,,,"Research Program Director, basic science portfolio manager at <a href=""http://nag-biosystems.com/innovation"" target=""_blank"">NAG-Biosystems

Research Assistant Professor and Instructor at  <a href=""http://www.miami.edu/"">http://www.miami.edu/</a>


Postdoctoral Fellow at <a href=""http://www.mayoclinic.com/"">http://www.mayoclinic.com/</a>

 EDUCATION:

 Ph.D. and MS., at University of Szeged <a href=""http://www.u-szeged.hu/english"">http://www.u-szeged.hu/english</a> Hungary

Academic track record: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/?term=garamszegi+n"">http://www.ncbi.nlm.nih.gov/pubmed/?term=garamszegi+n</a>

Innovation track record: Multiple InnoCentive challenge winner and top Solver in 2011 <a href=""http://www.innocentive.com/for-solvers/top-solvers-2011"">http://www.innocentive.com/for-solvers/top-solvers-2011", ,,NAG-Biosystems,,Florida,,1,1,0,1,,"<p>

	                    Research Program Director, basic science portfolio manager at <a href=""http://nag-biosystems.com/innovation"" target=""_blank"">NAG-Biosystems</a>

</p>

<p>

	 Past:

</p>

<p>

	 Research Assistant Professor and Instructor at  <a href=""http://www.miami.edu/"">http://www.miami.edu/</a>

</p>

<p>

	                  Postdoctoral Fellow at <a href=""http://www.mayoclinic.com/"">http://www.mayoclinic.com/</a>

</p>

<p>

	          EDUCATION:

</p>

<p>

	          Ph.D. and MS., at University of Szeged <a href=""http://www.u-szeged.hu/english"">http://www.u-szeged.hu/english</a> Hungary

</p>

<p>

	          Academic track record: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/?term=garamszegi+n"">http://www.ncbi.nlm.nih.gov/pubmed/?term=garamszegi+n</a>

</p>

<p>

	          Innovation track record: Multiple InnoCentive challenge winner and top Solver in 2011 <a href=""http://www.innocentive.com/for-solvers/top-solvers-2011"">http://www.innocentive.com/for-solvers/top-solvers-2011</a>

</p>",4,Biology,Medicine,Chemistry,,,Florida,FL,Q3,5/1/2013 0:00,8/30/2013 17:00,121.71,14500,1130,0,7.793103448,Nandor Garamszegi,,6602245779,,2,,"['6602245779', '6602245778']",,11,,456,,0.8,1,0.3,0.7,0,0,0.333,0.233,1,0.067,0.933,0.367,0,0,0.333,0.8,0.233,1,0.067,0.933,0.3,0.407
149,https://experiment.com/projects/discovering-roots-of-mental-illness,30,Mind First Foundation,Discovering Roots of Mental Illness,Harvard Medical School,Misc,N/A,1,,,,,,,0,D,D1,,.,,,,,,"Boston, MA",,,,,Post-Doctoral Scientist,Post-Doctoral Scientist,Post-Doctoral Scientist,Harvard Medical School,,,Mind First Foundation,,Massachusetts,,0,2,0,1,,Harvard Medical School,9,Medicine,,,,,Massachusetts,MA,Q3,3/16/2013 17:00,5/12/2013 17:00,57.00,5000,425,0,8.5,Mind First Foundation,,,,0,,0,,,,,,0.433,0.667,0.7,0.6,1,1,1,0.733,1,0.467,0.567,0.824,1,1,1,0.433,0.733,1,0.467,0.567,0.7,0.767
154,https://experiment.com/projects/large-scale-outcomes-study-for-breast-cancer-detection,293,"Philip P. Hoekstra, III",Large-Scale Outcomes Study for Breast Cancer Detection,University Of Iowa,PhD,,0,,,,,,,0,D,D4,,.,,,,,,"Birmingham, MI",,,,,Chief Scientific Officer,,,"PhD in medical physiology.  Numerious fellowships in diagnostic infrared imaging. Board Certified in Oncology, Neuro-Science and Vascular medicine by the <a href=""http://thermascan.com/about_american_academy_of_thermology.html"">American Board of Thermology</a>.", ,,"Therma-Scan, Inc.",,Michigan,,1,0,0,1,,"PhD in medical physiology.  Numerious fellowships in diagnostic infrared imaging. Board Certified in Oncology, Neuro-Science and Vascular medicine by the <a href=""http://thermascan.com/about_american_academy_of_thermology.html"">American Board of Thermology</a>.",3,Biology,Medicine,,,,Michigan,MI,Q3,3/16/2013 17:00,4/30/2013 17:00,45.00,2500,240,0,9.6,"Philip P. Hoekstra, III",,,,8,,0,,,,,,0.233,0.667,0.5,0.467,0,0,0,0,1,0.5,0.167,0.238,0,0,0,0.233,0,1,0.5,0.167,0.5,0.267
155,https://experiment.com/projects/studying-cultural-drivers-behind-the-slow-loris-pet-trade-in-java,239,Joe Klein,An ethnographic study of the illegal trade in Javan slow lorises,Beloit College,Undergraduate,,0,,,,,,,0,A,A,,.,,,,,,,,,, Indonesia,,,,"International Animal Rescue, Indonesia

B.A. Anthropology, Minor Biology, Beloit College ", ,,Yayasan International Animal Rescue Indonesia, ,,,1,0,0,1,,"International Animal Rescue, Indonesia<br/> B.A. Anthropology, Minor Biology, Beloit College ",25,Biology,Ecology,,,,,,Q2,3/13/2013 17:00,5/13/2013 17:00,61.00,1100,1100,0,100,Joe Klein,,,,2,,"['26639379800', '7404605165']",,,,,,0.433,0.667,0.933,0.678,0,0,0.667,0.3,1,0.3,0.8,0.438,0,0,0.667,0.433,0.3,1,0.3,0.8,0.933,0.493
157,https://experiment.com/projects/antifungal-agents-in-earthworms,60,Seana Davidson,Antifungal Agents in Earthworms,UCSD,PhD,,0,,,,,,,0,D,D3,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Research Associate Professor, ,,"UCSD, Scripps Institution of Oceanography, Ph.D. Marine Biology 

University of Oregon, R. D. Clark Honors College, B.A. Biology ", ,,University of Washington,,Washington,,1,2,0,0,,"Ph.D. Marine Biology UCSD, Scripps Institution of Oceanography  <br>

<br>

 B.A. Biology University of Oregon, R. D. Clark Honors College",8,Biology,Ecology,,,,Washington,WA,Q3,3/16/2013 17:00,4/11/2013 17:00,26.00,5000,360,0,7.2,Seana Davidson,,7202859656,,1,,0,,11,,672,,0.3,1,0.867,0.722,1,1,0,0,1,0.167,0.967,0.591,1,1,0,0.3,0,1,0.167,0.967,0.867,0.589
158,https://experiment.com/projects/the-dig-field-school,297,Gregory P. Wilson,The DIG Field School: Hands-On Paleontology Experiences for K-12 Science Teachers,UC Berkeley,PhD,,0,,,,,,,0,D,D1,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Assistant Professor of Biology, ,,"2008-Present Assistant Professor, University of Washington, Department of Biology<br>

  2005-2007 Curator of Vertebrate Paleontology, Denver Museum of Nature<br>

  2004-2005 NSF Postdoctoral Fellow, University of Helsinki, Finland<br>

  2004 PhD, University of California, Berkeley, Department of Integrative Biology", ,,University of Washington,,Washington,,1,1,0,1,,"2008-Present Assistant Professor, University of Washington, Department of Biology<br>

  2005-2007 Curator of Vertebrate Paleontology, Denver Museum of Nature<br>

  2004-2005 NSF Postdoctoral Fellow, University of Helsinki, Finland<br>

  2004 PhD, University of California, Berkeley, Department of Integrative Biology",53,Education,Paleontology,Biology,Ecology,,Washington,WA,Q4,3/28/2013 17:00,6/7/2013 17:00,71.00,10000,10470,1,104.7,Gregory P. Wilson,,,,59,,0,,,,,,0.733,1,0.833,0.855,1,1,1,0.133,1,0.8,0.867,0.829,1,1,1,0.733,0.133,1,0.8,0.867,0.833,0.819
173,https://experiment.com/projects/reservoir-sediment-along-the-elwha-river,76,Seth Wing,Reservoir Sediment Carbon along the Elwha River  after Removal of Dams,University of Washington,Masters,,0,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Lead Researcher,,,"2011 - BA, UCLA, Geography/Environmental Studies, GIS 

2014 - MS, University of Washington, Forest and Environmental Sciences", ,,University of Washington,,Washington,,1,2,0,2,,"2011 - BA, UCLA, Geography/Environmental Studies, GIS <br> 2014 - MS, University of Washington, Forest and Environmental Sciences",3,Biology,Ecology,,,,Washington,WA,Q3,3/16/2013 17:00,6/17/2013 17:00,93.00,5000,95,0,1.9,Seth Wing,,,,0,,0,,,,,,0.1,0.667,0.4,0.389,0,0,0.667,0.167,1,0.5,0.267,0.372,0,0,0.667,0.1,0.167,1,0.5,0.267,0.4,0.344
176,https://experiment.com/projects/codeday,256,Tyler Menezes,CodeDay: Teaching Tech in 24 Hours,University of Washington,Misc,Dropped out,1,,,,,,,0,D,D2,,.,,,,,,"Bellevue, WA",,,,,Program Director,,,"StudentRND

Microsoft Research", ,,snrd,,Washington,,1,1,1,1,,<h5>Current</h5> <ul> <li>StudentRND</li> <li>CSTA</li> </ul> <h5>Past</h5> <ul> <li>Microsoft Research</li> </ul>,23,Education,Computer-Science,,,,Washington,WA,Q4,3/14/2013 17:00,5/9/2013 17:00,56.00,5000,1390,0,27.8,Tyler Menezes,,,,0,,0,,,,,,0.9,0.667,0.667,0.745,1,1,1,0.333,1,0.567,0.667,0.795,1,1,1,0.9,0.333,1,0.567,0.667,0.667,0.793
186,https://experiment.com/projects/does-genetic-compatibility-play-a-role-in-our-mate-choice,177,Karen Wu,Does genetic compatibility play a role in our mate choice?,UC Irvine,PhD,,0,,,,,,,0,D,D4,"501 Aldrich Hall, Irvine, California 92697",92697,,33.68697,,-117.82515,,"Irvine, CA",,31100,,,Doctoral Student,,,"Ph.D., University of California, Irvine, expected 2015 

M.A., University of California, Irvine, 2012 

B.A., University of California, Berkeley, 2009", ,,,,,,0,0,0,0,,"<p> 	       Ph.D., University of California, Irvine, expected 2015 </p> <p> 	       M.A., University of California, Irvine, 2012 </p>             B.A., University of California, Berkeley, 2009",13,Social and Behavioral Science,,,,,California,CA,Q2,8/20/2013 8:54,11/1/2013 23:59,73.63,3000,664,0,22.13333333,Karen Wu,,,,14,,0,,,,,,0.367,0.333,0.1,0.267,1,1,0.667,0.167,1,0.9,0.233,0.71,1,1,0.667,0.367,0.167,1,0.9,0.233,0.1,0.604
190,https://experiment.com/projects/can-machine-learning-ace-the-toughest-tests,217,Thibaut Labarre,Can machine learning ace the toughest tests?,University of Washington,Misc,Independent,1,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,,,,"I am a student in computational linguistics at the University of Washington. Before that I was a student in an engineering school in France and I went through a process called ""classes pr??paratoires"" which basically involves 2 years of cramming for a national competitive exam by studying intensely mostly math and physics. I thought that this system was really outdated since the emphasis was on achieving good grades rather than understanding concepts. And the pedagogy could use a lot of improvement in order to foster such qualities as innovation and systemic approaches.", ,,University of Washington,,Washington,,1,0,0,0,,"I am a student in computational linguistics at the University of Washington. Before that I was a student in an engineering school in France and I went through a process called ""classes pr??paratoires"" which basically involves 2 years of cramming for a national competitive exam by studying intensely mostly math and physics. I thought that this system was really outdated since the emphasis was on achieving good grades rather than understanding concepts. And the pedagogy could use a lot of improvement in order to foster such qualities as innovation and systemic approaches.",12,Computer-Science,Education,,,,Washington,WA,Q2,3/16/2013 17:00,5/30/2013 17:00,75.00,9000,257,0,2.855555556,Thibaut Labarre,,,,0,,0,,,,,,0.5,0.667,0.767,0.645,1,1,0.667,0.233,1,0.1,0.267,0.61,1,1,0.667,0.5,0.233,1,0.1,0.267,0.767,0.615
192,https://experiment.com/projects/producing-hydrogen-gas-as-an-alternative-energy-source,78,UC Merced iGEM,Engineering E. Coli to Produce Hydrogen Gas Fuel,UC Merced,Undergraduate,,0,,,,,,,0,D,D4,"5200 North Lake Road, Merced, California 95343-5603",95343,,37.363094,,-120.4322,,"Merced, CA ",,32900,,,Undergraduate,Undergraduate,Undergraduate,UC Merced,UC Merced,UC Merced,,,,,0,1,0,1,,UC Merced,26,Biology,,,,,California,CA,Q4,4/27/2013 17:00,7/30/2013 17:00,94.00,5000,2153,0,43.06,,,,,,,0,,,,,,0.167,0.667,0.467,0.434,1,1,0.333,0.667,1,0.067,0.2,0.61,1,1,0.333,0.167,0.667,1,0.067,0.2,0.467,0.544
194,https://experiment.com/projects/sonographic-findings-among-women-with-mammographically-dense-breast-tissue-at-mulago-hospital,349,Jimmy Okello,Sonographic findings among women with mammographically dense breast tissue at Mulago hospital,Makerere University in Uganda,Masters,,0,,,,,,,1,C,C,,.,,,,,,,,,,Uganda,Master's Degree,,,Radiology department of Makerere University in Uganda, ,,Makerere University in Uganda,,Uganda,,0,1,0,1,,Radiology department of Makerere University in Uganda,4,Medicine,,,,,,,Q3,1/9/2013 0:00,1/11/2013 23:59,3.00,8000,105,0,1.3125,Jimmy Okello,,15845910900,,1,,0,,3,,37,,0.967,0,0.033,0.333,0,1,0.667,0.1,1,0.133,0.033,0.419,0,1,0.667,0.967,0.1,1,0.133,0.033,0.033,0.437
198,https://experiment.com/projects/understanding-the-forest-for-the-trees-lemur-ramy-co-evolution-conservation,263,Andrea Baden,Understanding the Forest for the Trees: Lemur-Ramy Co-Evolution & Conservation,Stony Brook University,PhD,,0,,,,,,,0,D,D4,"Woodbridge Hall, New Haven, Connecticut 06520",6520,,41.30713,,-72.924979,,"New, Haven, CT",,35300,,,,,,"2011, Ph.D. Stony Brook University

2006, M.A. Stony Brook University

2003, B.A. University of Miami 

My dissertation research focused on the population genetics of black-and-white ruffed lemurs and how patterns of relatedness influence aspects of behavior. In other words, my research asked: Are close relatives more affiliative? More cooperative? And does this cooperation improve female reproductive success? I am currently a Postdoctoral Research Associate at Yale University, where I am interested in understanding the genetic underpinnings of primate behavior.", ,,Yale University,,Connecticut,,1,0,0,1,,"2011, Ph.D. Stony Brook University <br>

2006, M.A. Stony Brook University <br> 

2003, B.A. University of Miami <br>

<br>

My dissertation research focused on the population genetics of black-and-white ruffed lemurs and how patterns of relatedness influence aspects of behavior. In other words, my research asked: Are close relatives more affiliative? More cooperative? And does this cooperation improve female reproductive success? I am currently a Postdoctoral Research Associate at Yale University, where I am interested in understanding the genetic underpinnings of primate behavior.",16,Biology,Ecology,,,,Connecticut,CT,Q1,3/17/2013 17:00,6/30/2013 17:00,105.00,5000,581,0,11.62,Andrea Baden,,25225309700,,4,,"['25225309700', '7006001833', '56187903000', '13008010200']",,5,,35,,0.433,1,0.133,0.522,1,1,0,0.967,1,0.767,0.333,0.724,1,1,0,0.433,0.967,1,0.767,0.333,0.133,0.626
